,menu_item,date,stock_count,orders
29102,Corned Beef Hash,2016-06-14,148,102
29103,STRAWBERRY ICE CREAM,2016-06-14,45,45
29104,Chicken Sandwich,2016-06-14,161,161
29105,Orange Juice,2016-06-14,55,55
29106,Pear,2016-06-14,35,35
29107,Stewed Corn,2016-06-14,73,73
29108,Shrimp Salad,2016-06-14,198,144
29109,Scrambled Eggs,2016-06-14,152,40
29110,Sauterne,2016-06-14,85,85
29111,Boiled eggs,2016-06-14,158,144
29112,Crab Flake Cocktail,2016-06-14,61,61
29113,Blue Point Oysters,2016-06-14,225,141
29114,Stewed Prunes,2016-06-14,110,55
29115,Plums,2016-06-14,52,52
29116,Oyster cocktail,2016-06-14,55,55
29117,Nesselrode Pudding,2016-06-14,115,115
29118,Sweet Potatoes,2016-06-14,142,62
29119,Orange marmalade,2016-06-14,63,63
29120,Tea,2016-06-13,126,78
29121,Milk,2016-06-13,68,68
29122,Boiled potatoes,2016-06-13,103,57
29123,Fruit,2016-06-13,81,71
29124,Sardines,2016-06-13,33,33
29125,Oranges,2016-06-13,95,57
29126,French fried potatoes,2016-06-13,64,64
29127,Chocolate Ice Cream,2016-06-13,67,62
29128,Sliced Tomatoes,2016-06-13,170,119
29129,ROQUEFORT CHEESE,2016-06-13,57,56
29130,Cream Cheese,2016-06-13,38,35
29131,Crackers,2016-06-13,73,73
29132,Grapes,2016-06-13,116,99
29133,Biscuit Tortoni,2016-06-13,114,86
29134,Dessert,2016-06-13,134,89
29135,Shrimp Cocktail,2016-06-13,67,67
29136,rice pudding,2016-06-13,158,60
29137,Corned Beef Hash,2016-06-13,121,71
29138,STRAWBERRY ICE CREAM,2016-06-13,45,45
29139,Chicken Sandwich,2016-06-13,94,73
29140,Orange Juice,2016-06-13,165,53
29141,Pear,2016-06-13,35,35
29142,Stewed Corn,2016-06-13,127,127
29143,Shrimp Salad,2016-06-13,252,90
29144,Scrambled Eggs,2016-06-13,171,83
29145,Sauterne,2016-06-13,54,54
29146,Boiled eggs,2016-06-13,90,77
29147,Crab Flake Cocktail,2016-06-13,106,106
29148,Blue Point Oysters,2016-06-13,161,81
29149,Stewed Prunes,2016-06-13,146,83
29150,Plums,2016-06-13,104,104
29151,Oyster cocktail,2016-06-13,71,71
29152,Nesselrode Pudding,2016-06-13,115,115
29153,Sweet Potatoes,2016-06-13,125,125
29154,Orange marmalade,2016-06-13,28,28
29155,Tea,2016-12-06,221,83
29156,Milk,2016-12-06,90,90
29157,Boiled potatoes,2016-12-06,52,52
29158,Fruit,2016-12-06,104,104
29159,Sardines,2016-12-06,47,47
29160,Oranges,2016-12-06,246,196
29161,French fried potatoes,2016-12-06,32,32
29162,Chocolate Ice Cream,2016-12-06,234,83
29163,Sliced Tomatoes,2016-12-06,131,131
29164,ROQUEFORT CHEESE,2016-12-06,73,60
29165,Cream Cheese,2016-12-06,152,131
29166,Crackers,2016-12-06,20,20
29167,Grapes,2016-12-06,43,43
29168,Biscuit Tortoni,2016-12-06,196,153
29169,Dessert,2016-12-06,45,45
29170,Shrimp Cocktail,2016-12-06,173,143
29171,rice pudding,2016-12-06,59,59
29172,Corned Beef Hash,2016-12-06,121,74
29173,STRAWBERRY ICE CREAM,2016-12-06,39,39
29174,Chicken Sandwich,2016-12-06,80,80
29175,Orange Juice,2016-12-06,128,80
29176,Pear,2016-12-06,35,35
29177,Stewed Corn,2016-12-06,45,45
29178,Shrimp Salad,2016-12-06,72,62
29179,Scrambled Eggs,2016-12-06,171,73
29180,Sauterne,2016-12-06,108,108
29181,Boiled eggs,2016-12-06,68,68
29182,Crab Flake Cocktail,2016-12-06,38,38
29183,Blue Point Oysters,2016-12-06,64,64
29184,Stewed Prunes,2016-12-06,85,80
29185,Plums,2016-12-06,52,52
29186,Oyster cocktail,2016-12-06,87,87
29187,Nesselrode Pudding,2016-12-06,98,98
29188,Sweet Potatoes,2016-12-06,214,197
29189,Orange marmalade,2016-12-06,42,33
29190,Tea,2016-11-06,95,68
29191,Milk,2016-11-06,113,93
29192,Boiled potatoes,2016-11-06,138,83
29193,Fruit,2016-11-06,104,104
29194,Sardines,2016-11-06,54,54
29195,Oranges,2016-11-06,57,57
29196,French fried potatoes,2016-11-06,32,32
29197,Chocolate Ice Cream,2016-11-06,117,81
29198,Sliced Tomatoes,2016-11-06,92,92
29199,ROQUEFORT CHEESE,2016-11-06,105,105
29200,Cream Cheese,2016-11-06,38,35
29201,Crackers,2016-11-06,20,20
29202,Grapes,2016-11-06,203,203
29203,Biscuit Tortoni,2016-11-06,163,77
29204,Dessert,2016-11-06,149,62
29205,Shrimp Cocktail,2016-11-06,106,62
29206,rice pudding,2016-11-06,99,97
29207,Corned Beef Hash,2016-11-06,148,148
29208,STRAWBERRY ICE CREAM,2016-11-06,84,84
29209,Chicken Sandwich,2016-11-06,40,40
29210,Orange Juice,2016-11-06,183,75
29211,Pear,2016-11-06,61,61
29212,Stewed Corn,2016-11-06,100,100
29213,Shrimp Salad,2016-11-06,54,54
29214,Scrambled Eggs,2016-11-06,266,116
29215,Sauterne,2016-11-06,23,23
29216,Boiled eggs,2016-11-06,136,97
29217,Crab Flake Cocktail,2016-11-06,84,66
29218,Blue Point Oysters,2016-11-06,225,88
29219,Stewed Prunes,2016-11-06,110,87
29220,Plums,2016-11-06,113,113
29221,Oyster cocktail,2016-11-06,24,24
29222,Nesselrode Pudding,2016-11-06,33,33
29223,Sweet Potatoes,2016-11-06,125,102
29224,Orange marmalade,2016-11-06,49,49
29225,Tea,2016-10-06,47,47
29226,Milk,2016-10-06,90,90
29227,Boiled potatoes,2016-10-06,172,84
29228,Fruit,2016-10-06,116,105
29229,Sardines,2016-10-06,27,27
29230,Oranges,2016-10-06,132,78
29231,French fried potatoes,2016-10-06,19,19
29232,Chocolate Ice Cream,2016-10-06,134,134
29233,Sliced Tomatoes,2016-10-06,52,52
29234,ROQUEFORT CHEESE,2016-10-06,32,32
29235,Cream Cheese,2016-10-06,102,102
29236,Crackers,2016-10-06,73,73
29237,Grapes,2016-10-06,145,99
29238,Biscuit Tortoni,2016-10-06,228,97
29239,Dessert,2016-10-06,119,76
29240,Shrimp Cocktail,2016-10-06,67,67
29241,rice pudding,2016-10-06,257,255
29242,Corned Beef Hash,2016-10-06,95,95
29243,STRAWBERRY ICE CREAM,2016-10-06,19,19
29244,Chicken Sandwich,2016-10-06,80,80
29245,Orange Juice,2016-10-06,55,51
29246,Pear,2016-10-06,78,78
29247,Stewed Corn,2016-10-06,118,118
29248,Shrimp Salad,2016-10-06,180,180
29249,Scrambled Eggs,2016-10-06,228,228
29250,Sauterne,2016-10-06,62,62
29251,Boiled eggs,2016-10-06,113,113
29252,Crab Flake Cocktail,2016-10-06,68,68
29253,Blue Point Oysters,2016-10-06,129,129
29254,Stewed Prunes,2016-10-06,134,134
29255,Plums,2016-10-06,122,122
29256,Oyster cocktail,2016-10-06,32,32
29257,Nesselrode Pudding,2016-10-06,74,74
29258,Sweet Potatoes,2016-10-06,89,89
29259,Orange marmalade,2016-10-06,70,70
29260,Tea,2016-09-06,174,121
29261,Milk,2016-09-06,79,79
29262,Boiled potatoes,2016-09-06,86,83
29263,Fruit,2016-09-06,139,139
29264,Sardines,2016-09-06,20,20
29265,Oranges,2016-09-06,76,76
29266,French fried potatoes,2016-09-06,77,77
29267,Chocolate Ice Cream,2016-09-06,200,128
29268,Sliced Tomatoes,2016-09-06,92,92
29269,ROQUEFORT CHEESE,2016-09-06,32,32
29270,Cream Cheese,2016-09-06,127,54
29271,Crackers,2016-09-06,53,53
29272,Grapes,2016-09-06,203,100
29273,Biscuit Tortoni,2016-09-06,65,49
29274,Dessert,2016-09-06,89,85
29275,Shrimp Cocktail,2016-09-06,80,54
29276,rice pudding,2016-09-06,99,79
29277,Corned Beef Hash,2016-09-06,189,128
29278,STRAWBERRY ICE CREAM,2016-09-06,78,78
29279,Chicken Sandwich,2016-09-06,147,147
29280,Orange Juice,2016-09-06,91,86
29281,Pear,2016-09-06,70,54
29282,Stewed Corn,2016-09-06,127,110
29283,Shrimp Salad,2016-09-06,216,73
29284,Scrambled Eggs,2016-09-06,209,70
29285,Sauterne,2016-09-06,62,62
29286,Boiled eggs,2016-09-06,68,67
29287,Crab Flake Cocktail,2016-09-06,76,70
29288,Blue Point Oysters,2016-09-06,145,64
29289,Stewed Prunes,2016-09-06,110,50
29290,Plums,2016-09-06,104,104
29291,Oyster cocktail,2016-09-06,63,63
29292,Nesselrode Pudding,2016-09-06,49,49
29293,Sweet Potatoes,2016-09-06,53,53
29294,Orange marmalade,2016-09-06,35,35
29295,Tea,2016-08-06,79,69
29296,Milk,2016-08-06,79,79
29297,Boiled potatoes,2016-08-06,138,46
29298,Fruit,2016-08-06,116,116
29299,Sardines,2016-08-06,47,47
29300,Oranges,2016-08-06,246,189
29301,French fried potatoes,2016-08-06,90,90
29302,Chocolate Ice Cream,2016-08-06,184,88
29303,Sliced Tomatoes,2016-08-06,157,157
29304,ROQUEFORT CHEESE,2016-08-06,32,32
29305,Cream Cheese,2016-08-06,76,74
29306,Crackers,2016-08-06,92,92
29307,Grapes,2016-08-06,116,116
29308,Biscuit Tortoni,2016-08-06,114,44
29309,Dessert,2016-08-06,119,85
29310,Shrimp Cocktail,2016-08-06,53,53
29311,rice pudding,2016-08-06,158,151
29312,Corned Beef Hash,2016-08-06,67,55
29313,STRAWBERRY ICE CREAM,2016-08-06,52,33
29314,Chicken Sandwich,2016-08-06,121,60
29315,Orange Juice,2016-08-06,165,87
29316,Pear,2016-08-06,96,94
29317,Stewed Corn,2016-08-06,27,27
29318,Shrimp Salad,2016-08-06,180,73
29319,Scrambled Eggs,2016-08-06,57,57
29320,Sauterne,2016-08-06,77,77
29321,Boiled eggs,2016-08-06,90,72
29322,Crab Flake Cocktail,2016-08-06,46,46
29323,Blue Point Oysters,2016-08-06,193,153
29324,Stewed Prunes,2016-08-06,61,61
29325,Plums,2016-08-06,87,78
29326,Oyster cocktail,2016-08-06,95,95
29327,Nesselrode Pudding,2016-08-06,107,104
29328,Sweet Potatoes,2016-08-06,214,196
29329,Orange marmalade,2016-08-06,77,77
29330,Tea,2016-07-06,190,100
29331,Milk,2016-07-06,136,105
29332,Boiled potatoes,2016-07-06,69,57
29333,Fruit,2016-07-06,128,128
29334,Sardines,2016-07-06,74,74
29335,Oranges,2016-07-06,151,151
29336,French fried potatoes,2016-07-06,90,90
29337,Chocolate Ice Cream,2016-07-06,67,67
29338,Sliced Tomatoes,2016-07-06,79,79
29339,ROQUEFORT CHEESE,2016-07-06,49,49
29340,Cream Cheese,2016-07-06,178,146
29341,Crackers,2016-07-06,92,92
29342,Grapes,2016-07-06,131,90
29343,Biscuit Tortoni,2016-07-06,130,86
29344,Dessert,2016-07-06,209,117
29345,Shrimp Cocktail,2016-07-06,173,116
29346,rice pudding,2016-07-06,178,124
29347,Corned Beef Hash,2016-07-06,135,66
29348,STRAWBERRY ICE CREAM,2016-07-06,72,72
29349,Chicken Sandwich,2016-07-06,54,54
29350,Orange Juice,2016-07-06,165,88
29351,Pear,2016-07-06,52,52
29352,Stewed Corn,2016-07-06,91,52
29353,Shrimp Salad,2016-07-06,216,116
29354,Scrambled Eggs,2016-07-06,228,146
29355,Sauterne,2016-07-06,108,90
29356,Boiled eggs,2016-07-06,45,45
29357,Crab Flake Cocktail,2016-07-06,84,84
29358,Blue Point Oysters,2016-07-06,193,124
29359,Stewed Prunes,2016-07-06,61,61
29360,Plums,2016-07-06,113,75
29361,Oyster cocktail,2016-07-06,95,95
29362,Nesselrode Pudding,2016-07-06,115,115
29363,Sweet Potatoes,2016-07-06,125,125
29364,Orange marmalade,2016-07-06,91,91
29365,Tea,2016-06-06,205,148
29366,Milk,2016-06-06,158,158
29367,Boiled potatoes,2016-06-06,241,146
29368,Fruit,2016-06-06,162,162
29369,Sardines,2016-06-06,67,40
29370,Oranges,2016-06-06,57,57
29371,French fried potatoes,2016-06-06,77,71
29372,Chocolate Ice Cream,2016-06-06,134,65
29373,Sliced Tomatoes,2016-06-06,52,52
29374,ROQUEFORT CHEESE,2016-06-06,24,24
29375,Cream Cheese,2016-06-06,76,60
29376,Crackers,2016-06-06,59,52
29377,Grapes,2016-06-06,160,95
29378,Biscuit Tortoni,2016-06-06,98,77
29379,Dessert,2016-06-06,75,67
29380,Shrimp Cocktail,2016-06-06,120,79
29381,rice pudding,2016-06-06,257,257
29382,Corned Beef Hash,2016-06-06,95,59
29383,STRAWBERRY ICE CREAM,2016-06-06,65,65
29384,Chicken Sandwich,2016-06-06,174,116
29385,Orange Juice,2016-06-06,201,110
29386,Pear,2016-06-06,61,61
29387,Stewed Corn,2016-06-06,55,55
29388,Shrimp Salad,2016-06-06,144,78
29389,Scrambled Eggs,2016-06-06,247,102
29390,Sauterne,2016-06-06,108,108
29391,Boiled eggs,2016-06-06,158,146
29392,Crab Flake Cocktail,2016-06-06,46,46
29393,Blue Point Oysters,2016-06-06,113,30
29394,Stewed Prunes,2016-06-06,73,73
29395,Plums,2016-06-06,113,113
29396,Oyster cocktail,2016-06-06,24,24
29397,Nesselrode Pudding,2016-06-06,98,98
29398,Sweet Potatoes,2016-06-06,125,112
29399,Orange marmalade,2016-06-06,84,84
29400,Tea,2016-05-06,142,77
29401,Milk,2016-05-06,113,109
29402,Boiled potatoes,2016-05-06,86,69
29403,Fruit,2016-05-06,81,81
29404,Sardines,2016-05-06,94,94
29405,Oranges,2016-05-06,227,177
29406,French fried potatoes,2016-05-06,58,49
29407,Chocolate Ice Cream,2016-05-06,234,114
29408,Sliced Tomatoes,2016-05-06,65,65
29409,ROQUEFORT CHEESE,2016-05-06,41,41
29410,Cream Cheese,2016-05-06,165,121
29411,Crackers,2016-05-06,46,46
29412,Grapes,2016-05-06,203,203
29413,Biscuit Tortoni,2016-05-06,163,85
29414,Dessert,2016-05-06,179,80
29415,Shrimp Cocktail,2016-05-06,160,129
29416,rice pudding,2016-05-06,139,60
29417,Corned Beef Hash,2016-05-06,135,84
29418,STRAWBERRY ICE CREAM,2016-05-06,78,78
29419,Chicken Sandwich,2016-05-06,134,99
29420,Orange Juice,2016-05-06,73,56
29421,Pear,2016-05-06,122,94
29422,Stewed Corn,2016-05-06,36,36
29423,Shrimp Salad,2016-05-06,144,46
29424,Scrambled Eggs,2016-05-06,190,65
29425,Sauterne,2016-05-06,100,100
29426,Boiled eggs,2016-05-06,34,34
29427,Crab Flake Cocktail,2016-05-06,91,91
29428,Blue Point Oysters,2016-05-06,145,86
29429,Stewed Prunes,2016-05-06,49,49
29430,Plums,2016-05-06,61,36
29431,Oyster cocktail,2016-05-06,24,24
29432,Nesselrode Pudding,2016-05-06,74,74
29433,Sweet Potatoes,2016-05-06,53,53
29434,Orange marmalade,2016-05-06,42,42
29435,Tea,2016-04-06,174,97
29436,Milk,2016-04-06,113,113
29437,Boiled potatoes,2016-04-06,120,74
29438,Fruit,2016-04-06,104,98
29439,Sardines,2016-04-06,80,80
29440,Oranges,2016-04-06,57,54
29441,French fried potatoes,2016-04-06,32,32
29442,Chocolate Ice Cream,2016-04-06,150,64
29443,Sliced Tomatoes,2016-04-06,170,170
29444,ROQUEFORT CHEESE,2016-04-06,65,65
29445,Cream Cheese,2016-04-06,152,150
29446,Crackers,2016-04-06,86,86
29447,Grapes,2016-04-06,203,100
29448,Biscuit Tortoni,2016-04-06,130,90
29449,Dessert,2016-04-06,164,80
29450,Shrimp Cocktail,2016-04-06,173,107
29451,rice pudding,2016-04-06,79,79
29452,Corned Beef Hash,2016-04-06,121,80
29453,STRAWBERRY ICE CREAM,2016-04-06,52,52
29454,Chicken Sandwich,2016-04-06,67,67
29455,Orange Juice,2016-04-06,55,55
29456,Pear,2016-04-06,43,40
29457,Stewed Corn,2016-04-06,100,100
29458,Shrimp Salad,2016-04-06,72,72
29459,Scrambled Eggs,2016-04-06,209,112
29460,Sauterne,2016-04-06,23,23
29461,Boiled eggs,2016-04-06,79,69
29462,Crab Flake Cocktail,2016-04-06,30,30
29463,Blue Point Oysters,2016-04-06,97,86
29464,Stewed Prunes,2016-04-06,122,71
29465,Plums,2016-04-06,96,96
29466,Oyster cocktail,2016-04-06,95,95
29467,Nesselrode Pudding,2016-04-06,41,41
29468,Sweet Potatoes,2016-04-06,178,143
29469,Orange marmalade,2016-04-06,77,77
29470,Tea,2016-03-06,47,47
29471,Milk,2016-03-06,68,68
29472,Boiled potatoes,2016-03-06,69,69
29473,Fruit,2016-03-06,104,104
29474,Sardines,2016-03-06,74,74
29475,Oranges,2016-03-06,189,171
29476,French fried potatoes,2016-03-06,90,90
29477,Chocolate Ice Cream,2016-03-06,234,168
29478,Sliced Tomatoes,2016-03-06,65,51
29479,ROQUEFORT CHEESE,2016-03-06,57,51
29480,Cream Cheese,2016-03-06,63,63
29481,Crackers,2016-03-06,26,26
29482,Grapes,2016-03-06,101,101
29483,Biscuit Tortoni,2016-03-06,212,194
29484,Dessert,2016-03-06,209,209
29485,Shrimp Cocktail,2016-03-06,67,67
29486,rice pudding,2016-03-06,238,163
29487,Corned Beef Hash,2016-03-06,95,95
29488,STRAWBERRY ICE CREAM,2016-03-06,72,72
29489,Chicken Sandwich,2016-03-06,134,134
29490,Orange Juice,2016-03-06,128,72
29491,Pear,2016-03-06,87,87
29492,Stewed Corn,2016-03-06,100,100
29493,Shrimp Salad,2016-03-06,162,60
29494,Scrambled Eggs,2016-03-06,133,133
29495,Sauterne,2016-03-06,100,100
29496,Boiled eggs,2016-03-06,158,158
29497,Crab Flake Cocktail,2016-03-06,30,30
29498,Blue Point Oysters,2016-03-06,81,81
29499,Stewed Prunes,2016-03-06,171,112
29500,Plums,2016-03-06,104,104
29501,Oyster cocktail,2016-03-06,47,47
29502,Nesselrode Pudding,2016-03-06,74,74
29503,Sweet Potatoes,2016-03-06,160,146
29504,Orange marmalade,2016-03-06,35,35
29505,Tea,2016-02-06,95,80
29506,Milk,2016-02-06,57,57
29507,Boiled potatoes,2016-02-06,172,63
29508,Fruit,2016-02-06,139,139
29509,Sardines,2016-02-06,20,20
29510,Oranges,2016-02-06,265,264
29511,French fried potatoes,2016-02-06,70,70
29512,Chocolate Ice Cream,2016-02-06,217,146
29513,Sliced Tomatoes,2016-02-06,183,153
29514,ROQUEFORT CHEESE,2016-02-06,57,57
29515,Cream Cheese,2016-02-06,165,75
29516,Crackers,2016-02-06,79,79
29517,Grapes,2016-02-06,43,43
29518,Biscuit Tortoni,2016-02-06,81,63
29519,Dessert,2016-02-06,45,45
29520,Shrimp Cocktail,2016-02-06,146,141
29521,rice pudding,2016-02-06,178,152
29522,Corned Beef Hash,2016-02-06,41,41
29523,STRAWBERRY ICE CREAM,2016-02-06,39,35
29524,Chicken Sandwich,2016-02-06,67,67
29525,Orange Juice,2016-02-06,220,99
29526,Pear,2016-02-06,35,35
29527,Stewed Corn,2016-02-06,45,45
29528,Shrimp Salad,2016-02-06,90,63
29529,Scrambled Eggs,2016-02-06,266,148
29530,Sauterne,2016-02-06,54,54
29531,Boiled eggs,2016-02-06,136,136
29532,Crab Flake Cocktail,2016-02-06,38,38
29533,Blue Point Oysters,2016-02-06,225,124
29534,Stewed Prunes,2016-02-06,110,66
29535,Plums,2016-02-06,35,35
29536,Oyster cocktail,2016-02-06,103,100
29537,Nesselrode Pudding,2016-02-06,90,90
29538,Sweet Potatoes,2016-02-06,107,107
29539,Orange marmalade,2016-02-06,70,70
29540,Tea,2016-01-06,47,47
29541,Milk,2016-01-06,34,34
29542,Boiled potatoes,2016-01-06,189,105
29543,Fruit,2016-01-06,46,46
29544,Sardines,2016-01-06,60,58
29545,Oranges,2016-01-06,208,208
29546,French fried potatoes,2016-01-06,38,38
29547,Chocolate Ice Cream,2016-01-06,217,148
29548,Sliced Tomatoes,2016-01-06,118,73
29549,ROQUEFORT CHEESE,2016-01-06,65,65
29550,Cream Cheese,2016-01-06,63,59
29551,Crackers,2016-01-06,40,40
29552,Grapes,2016-01-06,43,43
29553,Biscuit Tortoni,2016-01-06,98,75
29554,Dessert,2016-01-06,194,138
29555,Shrimp Cocktail,2016-01-06,93,64
29556,rice pudding,2016-01-06,198,112
29557,Corned Beef Hash,2016-01-06,67,67
29558,STRAWBERRY ICE CREAM,2016-01-06,39,39
29559,Chicken Sandwich,2016-01-06,54,54
29560,Orange Juice,2016-01-06,238,68
29561,Pear,2016-01-06,35,35
29562,Stewed Corn,2016-01-06,109,109
29563,Shrimp Salad,2016-01-06,72,63
29564,Scrambled Eggs,2016-01-06,209,99
29565,Sauterne,2016-01-06,62,44
29566,Boiled eggs,2016-01-06,102,64
29567,Crab Flake Cocktail,2016-01-06,30,30
29568,Blue Point Oysters,2016-01-06,113,85
29569,Stewed Prunes,2016-01-06,110,75
29570,Plums,2016-01-06,78,52
29571,Oyster cocktail,2016-01-06,87,87
29572,Nesselrode Pudding,2016-01-06,49,49
29573,Sweet Potatoes,2016-01-06,160,52
29574,Orange marmalade,2016-01-06,84,84
29575,Tea,2016-05-31,221,63
29576,Milk,2016-05-31,136,105
29577,Boiled potatoes,2016-05-31,138,70
29578,Fruit,2016-05-31,139,139
29579,Sardines,2016-05-31,33,33
29580,Oranges,2016-05-31,132,98
29581,French fried potatoes,2016-05-31,90,90
29582,Chocolate Ice Cream,2016-05-31,83,55
29583,Sliced Tomatoes,2016-05-31,157,157
29584,ROQUEFORT CHEESE,2016-05-31,57,57
29585,Cream Cheese,2016-05-31,114,67
29586,Crackers,2016-05-31,66,66
29587,Grapes,2016-05-31,101,101
29588,Biscuit Tortoni,2016-05-31,98,87
29589,Dessert,2016-05-31,149,73
29590,Shrimp Cocktail,2016-05-31,133,33
29591,rice pudding,2016-05-31,119,70
29592,Corned Beef Hash,2016-05-31,189,138
29593,STRAWBERRY ICE CREAM,2016-05-31,72,72
29594,Chicken Sandwich,2016-05-31,80,80
29595,Orange Juice,2016-05-31,128,64
29596,Pear,2016-05-31,61,61
29597,Stewed Corn,2016-05-31,109,92
29598,Shrimp Salad,2016-05-31,72,46
29599,Scrambled Eggs,2016-05-31,266,136
29600,Sauterne,2016-05-31,39,39
29601,Boiled eggs,2016-05-31,102,74
29602,Crab Flake Cocktail,2016-05-31,53,53
29603,Blue Point Oysters,2016-05-31,81,70
29604,Stewed Prunes,2016-05-31,122,66
29605,Plums,2016-05-31,87,84
29606,Oyster cocktail,2016-05-31,32,32
29607,Nesselrode Pudding,2016-05-31,66,66
29608,Sweet Potatoes,2016-05-31,160,154
29609,Orange marmalade,2016-05-31,77,77
29610,Tea,2016-05-30,190,126
29611,Milk,2016-05-30,57,57
29612,Boiled potatoes,2016-05-30,241,76
29613,Fruit,2016-05-30,81,45
29614,Sardines,2016-05-30,80,80
29615,Oranges,2016-05-30,227,206
29616,French fried potatoes,2016-05-30,19,19
29617,Chocolate Ice Cream,2016-05-30,150,87
29618,Sliced Tomatoes,2016-05-30,183,183
29619,ROQUEFORT CHEESE,2016-05-30,97,87
29620,Cream Cheese,2016-05-30,38,38
29621,Crackers,2016-05-30,92,92
29622,Grapes,2016-05-30,87,34
29623,Biscuit Tortoni,2016-05-30,196,88
29624,Dessert,2016-05-30,45,45
29625,Shrimp Cocktail,2016-05-30,53,53
29626,rice pudding,2016-05-30,158,114
29627,Corned Beef Hash,2016-05-30,121,74
29628,STRAWBERRY ICE CREAM,2016-05-30,84,84
29629,Chicken Sandwich,2016-05-30,107,63
29630,Orange Juice,2016-05-30,55,55
29631,Pear,2016-05-30,26,26
29632,Stewed Corn,2016-05-30,55,55
29633,Shrimp Salad,2016-05-30,252,94
29634,Scrambled Eggs,2016-05-30,171,56
29635,Sauterne,2016-05-30,23,23
29636,Boiled eggs,2016-05-30,57,57
29637,Crab Flake Cocktail,2016-05-30,61,37
29638,Blue Point Oysters,2016-05-30,225,99
29639,Stewed Prunes,2016-05-30,159,105
29640,Plums,2016-05-30,122,122
29641,Oyster cocktail,2016-05-30,32,32
29642,Nesselrode Pudding,2016-05-30,107,107
29643,Sweet Potatoes,2016-05-30,160,71
29644,Orange marmalade,2016-05-30,91,91
29645,Tea,2016-05-29,190,136
29646,Milk,2016-05-29,57,57
29647,Boiled potatoes,2016-05-29,138,67
29648,Fruit,2016-05-29,116,116
29649,Sardines,2016-05-29,40,40
29650,Oranges,2016-05-29,132,121
29651,French fried potatoes,2016-05-29,38,38
29652,Chocolate Ice Cream,2016-05-29,167,66
29653,Sliced Tomatoes,2016-05-29,92,92
29654,ROQUEFORT CHEESE,2016-05-29,97,97
29655,Cream Cheese,2016-05-29,127,78
29656,Crackers,2016-05-29,20,20
29657,Grapes,2016-05-29,174,174
29658,Biscuit Tortoni,2016-05-29,65,65
29659,Dessert,2016-05-29,119,51
29660,Shrimp Cocktail,2016-05-29,106,36
29661,rice pudding,2016-05-29,79,79
29662,Corned Beef Hash,2016-05-29,162,122
29663,STRAWBERRY ICE CREAM,2016-05-29,26,26
29664,Chicken Sandwich,2016-05-29,121,113
29665,Orange Juice,2016-05-29,55,55
29666,Pear,2016-05-29,70,70
29667,Stewed Corn,2016-05-29,64,64
29668,Shrimp Salad,2016-05-29,72,71
29669,Scrambled Eggs,2016-05-29,171,84
29670,Sauterne,2016-05-29,108,108
29671,Boiled eggs,2016-05-29,79,65
29672,Crab Flake Cocktail,2016-05-29,46,46
29673,Blue Point Oysters,2016-05-29,81,56
29674,Stewed Prunes,2016-05-29,159,153
29675,Plums,2016-05-29,122,122
29676,Oyster cocktail,2016-05-29,24,24
29677,Nesselrode Pudding,2016-05-29,82,70
29678,Sweet Potatoes,2016-05-29,178,111
29679,Orange marmalade,2016-05-29,28,28
29680,Tea,2016-05-28,63,63
29681,Milk,2016-05-28,34,34
29682,Boiled potatoes,2016-05-28,52,52
29683,Fruit,2016-05-28,116,112
29684,Sardines,2016-05-28,60,60
29685,Oranges,2016-05-28,113,76
29686,French fried potatoes,2016-05-28,64,64
29687,Chocolate Ice Cream,2016-05-28,217,138
29688,Sliced Tomatoes,2016-05-28,183,183
29689,ROQUEFORT CHEESE,2016-05-28,105,105
29690,Cream Cheese,2016-05-28,140,140
